transaction_id,customer_id,timestamp,amount,merchant_category,location,device_type,risk_score,flagged_for_review
TX_2CD355EC8A90,CUST_42B70D41,2024-11-22 03:07:54,999.43,Money Transfer,"Houston, TX",Tablet - iOS,0.352,False
TX_1049C1A8F597,CUST_C24D11B2,2022-06-25 22:45:14,165.01,Grocery,"San Francisco, CA",Mobile - iOS,0.212,False
TX_4C26B4B09970,CUST_E35B687E,2022-03-20 16:23:26,16172.6,Restaurant,"Fort Worth, TX",ATM,0.42,False
TX_4FC6F909BD93,CUST_47127222,2024-10-27 14:33:13,7968.99,Utilities,"Jacksonville, FL",POS Terminal,0.354,False
TX_3AB20654BC48,CUST_0BA05FEA,2022-09-14 04:29:20,1443.57,Utilities,"Los Angeles, CA",ATM,0.395,False
TX_7772580FCCE4,CUST_E973F83E,2023-04-01 06:54:59,1365.53,Foreign Transaction,"Lagos, Nigeria",Desktop - Mac,0.672,True
TX_28D975C48315,CUST_DCA759EC,2023-04-14 12:47:39,296.04,Travel,"Fort Worth, TX",Tablet - iOS,0.014,False
TX_FAE4E55431B9,CUST_84F03A21,2024-02-29 00:14:10,2436.74,Jewelry,"San Diego, CA",Mobile - Android,0.391,False
TX_8E50AE8975BF,CUST_15BF7D3A,2022-04-04 11:31:59,948.47,Healthcare,"Chicago, IL",Mobile - iOS,0.016,False
TX_4A94CE349907,CUST_2B9AEA8C,2025-05-19 12:41:21,302.37,Grocery,"Philadelphia, PA",Tablet - Android,0.045,False
TX_324D8D0AFC49,CUST_AA15EA8C,2024-03-06 09:01:03,288.09,Insurance,"Indianapolis, IN",POS Terminal,0.093,False
TX_89F5D793847F,CUST_C5106E91,2025-02-23 12:49:40,2458.11,Utilities,"Indianapolis, IN",Tablet - iOS,0.203,False
TX_85B89320C839,CUST_2942EC54,2022-01-25 20:15:25,124.79,Restaurant,"San Francisco, CA",ATM,0.101,False
TX_E4CE7D153B23,CUST_445CC0B4,2024-06-29 15:48:55,53242.43,Insurance,"Lagos, Nigeria",Mobile - iOS,0.939,True
TX_B45091CB43E0,CUST_C21C0565,2022-08-15 02:28:06,578.0,Cryptocurrency,"Los Angeles, CA",Mobile - iOS,0.406,False
TX_34A42DAAE426,CUST_6583D27F,2022-12-15 02:17:18,300.79,Jewelry,"Austin, TX",POS Terminal,0.24,False
TX_E865F18FA5DB,CUST_3F0A1050,2023-04-21 07:42:42,523.79,Cryptocurrency,"Austin, TX",Tablet - Android,0.388,False
TX_09AEA3DD9890,CUST_78394303,2025-03-08 03:30:49,682.91,Entertainment,"San Diego, CA",Tablet - Android,0.199,False
TX_E47CFA9FFD36,CUST_CA502A85,2022-04-24 09:39:44,1771.64,Wire Transfer,"Fort Worth, TX",Tablet - Android,0.343,False
TX_5901E74D9691,CUST_724344DD,2022-08-17 23:39:30,1396.27,Grocery,"San Francisco, CA",Desktop - Mac,0.442,False
TX_1E24C442BAE4,CUST_8633C87B,2023-09-14 13:44:58,163.22,Foreign Transaction,"Charlotte, NC",Desktop - Windows,0.186,False
TX_B80065778B54,CUST_6F093EB6,2025-02-21 11:54:33,1714.89,Online Shopping,"Charlotte, NC",POS Terminal,0.411,False
TX_534BEBC2FCE4,CUST_B2FEDB25,2022-07-09 08:44:05,991.12,Healthcare,"Dallas, TX",Desktop - Mac,0.158,False
TX_2A5B962A7083,CUST_FE15072F,2024-09-13 19:24:28,937.85,Cryptocurrency,"New York, NY",Tablet - Android,0.273,False
TX_9252295F510B,CUST_58A1A38E,2022-07-27 15:55:14,826.51,Gambling,"Boston, MA",Desktop - Windows,0.224,False
TX_00A5A534273F,CUST_EDDA4040,2022-09-06 12:08:21,34.25,Money Transfer,"Boston, MA",Desktop - Mac,0.387,False
TX_A1379E949304,CUST_54A638F6,2023-06-23 12:19:25,63327.67,Gambling,"Caracas, Venezuela",Tablet - Android,0.872,True
TX_FAFEB13C4E1B,CUST_3E6F7D38,2023-04-18 19:45:15,258.03,Online Shopping,"Charlotte, NC",Mobile - Android,0.145,False
TX_4A8169F6BFAD,CUST_DC7B120D,2024-03-25 23:37:09,368.49,Online Shopping,"Boston, MA",Mobile - iOS,0.216,False
TX_D7CF2C983BCE,CUST_F1272DB2,2022-12-22 12:03:00,57.43,Gas Station,"Houston, TX",Mobile - iOS,0.017,False
TX_1D8576E2207E,CUST_C8AFBC98,2024-05-18 02:26:04,847.63,Gambling,"San Antonio, TX",Web Browser,0.402,False
TX_057128453B7A,CUST_1BCEB1E5,2025-06-30 20:32:05,147.92,Gas Station,"San Diego, CA",Mobile - iOS,0.009,False
TX_77EBB6F4C983,CUST_75A7D8B2,2025-02-12 16:08:41,766.14,Foreign Transaction,"San Jose, CA",POS Terminal,0.166,False
TX_2BA6AE4392DC,CUST_177002A8,2022-04-15 21:43:56,4117.6,ATM Withdrawal,"Lagos, Nigeria",Mobile - Android,0.562,False
TX_ACC8AC5566BB,CUST_31DDD2F4,2023-06-22 16:07:31,679.51,Gambling,"San Diego, CA",POS Terminal,0.371,False
TX_54EF73291774,CUST_2098E84F,2024-01-14 10:46:26,79.51,Online Shopping,"Phoenix, AZ",Mobile - Android,0.154,False
TX_A30F18DA5266,CUST_2D824F96,2025-01-25 04:56:08,8199.84,Gas Station,"Indianapolis, IN",POS Terminal,0.614,True
TX_EB6184D3DA22,CUST_04913391,2024-09-11 12:04:40,633.4,Healthcare,"New York, NY",Desktop - Windows,0.038,False
TX_02EA920A9678,CUST_FB5BEC9D,2022-08-27 22:40:27,611.48,Cryptocurrency,"Indianapolis, IN",Desktop - Mac,0.413,False
TX_A6F06DDC12DC,CUST_51AD0864,2025-06-02 18:04:26,2229.27,Cryptocurrency,"Phoenix, AZ",Mobile - Android,0.643,True
TX_4CF540A16B5A,CUST_1766CA3D,2023-04-13 21:11:21,90972.93,Foreign Transaction,"San Francisco, CA",Desktop - Windows,0.676,True
TX_986BD8FC7ECC,CUST_0D5ED6F5,2023-05-08 14:37:16,3160.63,Travel,"Philadelphia, PA",POS Terminal,0.452,False
TX_A5CAAE995CBF,CUST_A2D16CDA,2023-09-10 21:33:17,782.52,Cryptocurrency,"Seattle, WA",POS Terminal,0.401,False
TX_0EE14212DEBA,CUST_2BB065DE,2022-08-26 02:19:50,971.38,Healthcare,"Los Angeles, CA",POS Terminal,0.202,False
TX_A872F8435456,CUST_36B967EE,2024-11-30 00:20:35,301.26,Electronics,"Austin, TX",Tablet - Android,0.369,False
TX_63E6A5A17FB3,CUST_2B451B8C,2022-04-25 20:58:24,701.61,Travel,"Charlotte, NC",Web Browser,0.096,False
TX_060A884FF113,CUST_8939D892,2022-04-17 05:59:22,2079.88,Retail,"Dallas, TX",POS Terminal,0.441,False
TX_B91AE976CDFB,CUST_D48B6B1D,2022-12-11 03:26:11,887.46,Wire Transfer,"Fort Worth, TX",Mobile - iOS,0.393,False
TX_8E93069C7741,CUST_D6D4906B,2023-10-26 16:19:04,69.8,Electronics,"Jacksonville, FL",ATM,0.194,False
TX_EE5C787DC9D9,CUST_3F0A1050,2024-07-21 18:12:38,832.27,ATM Withdrawal,"Denver, CO",Tablet - Android,0.153,False
TX_2CA1A5E78B63,CUST_89C51FEB,2025-03-01 20:52:09,262.31,Gambling,"Dallas, TX",Mobile - Android,0.215,False
TX_DABA04EEC350,CUST_9A78D967,2025-10-15 06:25:59,461.49,Entertainment,"Indianapolis, IN",POS Terminal,0.03,False
TX_A5E2D74361BB,CUST_DF3DD5C4,2024-03-15 20:29:55,355.06,Jewelry,"Seattle, WA",Tablet - iOS,0.246,False
TX_3E74BEB85B51,CUST_290D6E0E,2023-02-25 06:01:50,24.27,Restaurant,"Jacksonville, FL",POS Terminal,0.191,False
TX_17CE300BA8C8,CUST_9D5631A5,2024-11-06 22:09:36,3178.57,Money Transfer,"Phoenix, AZ",Desktop - Mac,0.842,True
TX_56379D6201E0,CUST_73329BDD,2022-12-17 03:02:56,476.99,Foreign Transaction,"Indianapolis, IN",Desktop - Mac,0.167,False
TX_F3E531985B4F,CUST_259A04D9,2024-06-22 07:45:27,981.77,Insurance,"Seattle, WA",Tablet - Android,0.03,False
TX_89158A0C518B,CUST_7E31BCE7,2024-08-24 04:00:04,621.01,Retail,"Seattle, WA",Tablet - iOS,0.178,False
TX_5F38204160C5,CUST_5C2C1F14,2023-06-03 21:04:27,685.06,Travel,"Charlotte, NC",POS Terminal,0.152,False
TX_E1CBC1083CF5,CUST_055B9573,2025-07-12 12:20:04,2207.54,Electronics,"Jacksonville, FL",Tablet - Android,0.118,False
TX_7025E6A02B9E,CUST_1582DFD8,2022-02-09 00:23:56,12699.01,Insurance,"Seattle, WA",Tablet - iOS,0.692,True
TX_B0B57EDEFEE3,CUST_D25068CA,2024-05-29 05:13:44,57.18,Entertainment,"Columbus, OH",Mobile - iOS,0.349,False
TX_5E170D7287F8,CUST_CE6DF88B,2022-09-22 07:20:02,68877.44,Cryptocurrency,"Dallas, TX",Tablet - iOS,0.839,True
TX_E392039ECE3A,CUST_9741FA26,2023-11-09 06:36:07,2314.18,Online Shopping,"Seattle, WA",Mobile - iOS,0.273,False
TX_775B14552823,CUST_341DA479,2024-05-01 22:25:14,132.73,Cryptocurrency,"Boston, MA",POS Terminal,0.517,False
TX_142031E9EC4F,CUST_4B56EB62,2025-10-16 09:00:15,214.28,Retail,"Dallas, TX",Tablet - Android,0.056,False
TX_06686EB7B3D1,CUST_1BCEB1E5,2022-05-12 00:24:06,441.54,Utilities,"Denver, CO",ATM,0.151,False
TX_D92AC5F88979,CUST_2A037CB2,2025-01-24 09:18:50,737.04,Money Transfer,"New York, NY",Mobile - Android,0.266,False
TX_6D0B127140FF,CUST_C9B00034,2022-07-14 15:26:19,95083.38,Travel,"Lagos, Nigeria",Tablet - iOS,0.869,True
TX_03C6CEE38D26,CUST_3D80F91D,2022-01-13 10:52:01,2894.75,Cryptocurrency,"Boston, MA",POS Terminal,0.32,False
TX_8CD1CCDA7D0C,CUST_6CDD2B88,2023-02-04 03:21:53,170.8,Electronics,"Jacksonville, FL",Desktop - Windows,0.29,False
TX_657021CD16F3,CUST_5BE54B52,2022-11-30 04:42:50,979.82,Restaurant,"Austin, TX",Web Browser,0.317,False
TX_168F1A419358,CUST_23A81D22,2024-07-22 20:28:40,1082.03,Utilities,"Los Angeles, CA",Tablet - iOS,0.199,False
TX_DED336054990,CUST_F8EA5A9F,2022-12-24 10:47:55,1807.65,Restaurant,"Houston, TX",Mobile - Android,0.123,False
TX_E71E27DFB4E1,CUST_8D40A333,2022-11-22 10:20:32,2512.73,Gambling,"San Francisco, CA",Web Browser,0.41,False
TX_BEFA2E318657,CUST_6A769171,2024-04-03 01:14:05,983.34,Utilities,"Seattle, WA",Mobile - iOS,0.344,False
TX_8C0AC130321F,CUST_4D835AD5,2023-06-06 11:51:57,538.31,Foreign Transaction,"New York, NY",ATM,0.024,False
TX_B17C8D6AB27F,CUST_C021ADE9,2024-06-03 02:51:56,963.02,Online Shopping,"Philadelphia, PA",Desktop - Mac,0.324,False
TX_6EF7FF5536C7,CUST_CAA0D166,2023-11-04 22:49:18,664.14,Jewelry,"Boston, MA",Desktop - Windows,0.159,False
TX_8239F9A4D624,CUST_681E27A5,2023-12-24 18:26:28,327.96,ATM Withdrawal,"Boston, MA",Mobile - Android,0.021,False
TX_442A00D0B823,CUST_760A8C60,2024-07-08 18:51:35,73777.71,Gambling,"Columbus, OH",ATM,0.975,True
TX_F3C94DE648C0,CUST_69F41EED,2025-10-30 03:05:24,10.56,Jewelry,"Indianapolis, IN",ATM,0.332,False
TX_5C98CBE16768,CUST_7FF17EBA,2022-08-12 11:42:59,964.62,Travel,"Houston, TX",Desktop - Mac,0.04,False
TX_2329C14C0608,CUST_1582DFD8,2024-12-04 19:49:24,18731.2,Entertainment,"Dallas, TX",ATM,0.487,False
TX_76EBB6DCD6B4,CUST_76DB699A,2022-05-25 04:42:32,2669.96,Healthcare,"New York, NY",ATM,0.306,False
TX_624ACAEA8D97,CUST_2E7BD5C6,2022-08-05 23:07:47,2519.45,ATM Withdrawal,"Denver, CO",Desktop - Windows,0.343,False
TX_24EC5BCE902B,CUST_1909749C,2023-11-04 22:25:59,16747.19,Healthcare,"San Antonio, TX",Web Browser,0.685,True
TX_01DB6657920D,CUST_76DB699A,2025-01-12 16:43:22,479.32,Jewelry,"Seattle, WA",Web Browser,0.179,False
TX_126A3F2DA80C,CUST_0EF5EA57,2022-08-03 17:49:49,742.81,Gambling,"Fort Worth, TX",Desktop - Mac,0.31,False
TX_F1D7BB449094,CUST_B131B658,2025-03-10 00:41:00,475.56,ATM Withdrawal,"Denver, CO",Tablet - iOS,0.273,False
TX_E9027B32E03E,CUST_3979FB6C,2025-08-31 09:50:17,319.51,Utilities,"San Jose, CA",Tablet - iOS,0.022,False
TX_E55CE13386FA,CUST_7105DE44,2022-03-30 14:25:37,906.57,Travel,"Columbus, OH",Desktop - Windows,0.077,False
TX_B4063CBD1E6B,CUST_C8667D3C,2023-12-05 09:41:14,304.74,Gambling,"Jacksonville, FL",Mobile - Android,0.338,False
TX_65932BE53727,CUST_C98951F5,2023-06-15 07:21:37,655.74,Foreign Transaction,"San Antonio, TX",Web Browser,0.066,False
TX_584F3BE2C913,CUST_615248A9,2025-07-28 22:55:36,1413.08,Cryptocurrency,"Jacksonville, FL",Web Browser,0.621,True
TX_5D37ED4170ED,CUST_E35B687E,2024-11-05 07:59:43,1279.09,Money Transfer,"Chicago, IL",POS Terminal,0.395,False
TX_28F23728736A,CUST_7B1604BC,2023-03-23 09:43:02,2867.97,Entertainment,"Los Angeles, CA",ATM,0.23,False
TX_E8FD1B2841E2,CUST_6300822F,2025-11-07 14:29:24,102.98,Entertainment,"Austin, TX",Mobile - iOS,0.128,False
TX_AAD4C63D7EAD,CUST_7E31BCE7,2024-10-04 16:34:13,394.03,Travel,"Phoenix, AZ",Desktop - Mac,0.039,False
TX_5C1CCA8DF4B2,CUST_312A1DF5,2024-10-23 10:18:00,243.93,Entertainment,"Columbus, OH",Tablet - Android,0.026,False
TX_AF0B1AC9A12D,CUST_B486A316,2023-11-14 21:49:02,711.41,Online Shopping,"Fort Worth, TX",Tablet - Android,0.139,False
TX_79221A2696B6,CUST_742A92FC,2023-05-03 10:44:42,4063.42,Foreign Transaction,"Phoenix, AZ",Mobile - iOS,0.338,False
TX_626AD499D394,CUST_69BE72D9,2022-09-20 07:17:30,1530.89,Electronics,"Los Angeles, CA",Tablet - Android,0.363,False
TX_DDB18153A416,CUST_F87513FB,2024-07-13 01:58:09,46.38,Cryptocurrency,"Houston, TX",ATM,0.4,False
TX_54DE89D04D10,CUST_06F5FC9C,2024-05-06 09:16:59,934.01,Jewelry,"Denver, CO",Tablet - iOS,0.16,False
TX_EBD9811EFD08,CUST_0E84731E,2024-03-13 03:49:10,1712.97,Gas Station,"Phoenix, AZ",ATM,0.385,False
TX_AFC46B2307D5,CUST_166D0D97,2022-01-30 13:20:01,443.22,Wire Transfer,"Houston, TX",Desktop - Windows,0.234,False
TX_E117D0562E78,CUST_A9E53D2C,2025-01-13 20:15:41,127.92,Wire Transfer,"San Jose, CA",Tablet - iOS,0.384,False
TX_342EDE2F372F,CUST_53C8C5D0,2023-12-24 07:42:00,1917.79,Electronics,"Denver, CO",Desktop - Windows,0.494,False
TX_0AAA4505649A,CUST_A8B400AA,2023-11-13 13:00:31,503.43,Money Transfer,"Boston, MA",Tablet - iOS,0.385,False
TX_5D97944375E9,CUST_26E13476,2023-04-21 20:08:31,415.84,Entertainment,"Denver, CO",Mobile - iOS,0.053,False
TX_274604937D53,CUST_702A6AD0,2024-04-21 01:01:33,186.16,Healthcare,"Fort Worth, TX",POS Terminal,0.294,False
TX_F118DE730E53,CUST_A6819E48,2022-10-19 13:56:59,567.18,Travel,"Philadelphia, PA",Desktop - Windows,0.012,False
TX_6ED31DFE7E82,CUST_43D79F9C,2024-02-07 10:43:01,406.41,Gambling,"Boston, MA",Mobile - iOS,0.286,False
TX_7F258CFF124A,CUST_2098E84F,2024-08-04 00:58:46,76.46,Electronics,"Houston, TX",Desktop - Windows,0.158,False
TX_CD1D423EB916,CUST_E9D5CC0D,2025-04-11 06:16:19,615.49,Gambling,"Columbus, OH",ATM,0.379,False
TX_ACDC91265A46,CUST_19E8B454,2022-08-23 12:11:46,83.15,Entertainment,"San Diego, CA",Desktop - Mac,0.118,False
TX_F4CDA1BC43D2,CUST_2D98103C,2022-05-29 23:38:10,582.21,Wire Transfer,"Boston, MA",Desktop - Windows,0.372,False
TX_10858F5D09AD,CUST_5F6F03F1,2023-11-22 07:01:30,94.19,Travel,"Columbus, OH",Mobile - iOS,0.173,False
TX_EE60EB13DAAD,CUST_58CBF792,2025-02-19 04:56:09,1974.48,Gambling,"Dallas, TX",Desktop - Windows,0.541,False
TX_801AA8A7496C,CUST_564AC884,2023-10-09 09:39:35,3703.16,Gambling,"Philadelphia, PA",Desktop - Windows,0.512,False
TX_DC29B93384DB,CUST_D57BEEE5,2022-11-05 05:44:42,3499.14,Gas Station,"Philadelphia, PA",Web Browser,0.461,False
TX_FBB867EBFEDC,CUST_FF3EB5C1,2023-06-14 13:45:26,372.02,Electronics,"Phoenix, AZ",Tablet - iOS,0.098,False
TX_1DB17FEA9C53,CUST_EAC90908,2025-03-08 13:52:44,823.7,Cryptocurrency,"Dallas, TX",ATM,0.231,False
TX_EF340F2569FB,CUST_3919818A,2023-06-11 10:11:23,1386.49,Gambling,"Dallas, TX",ATM,0.399,False
TX_8BC1CB14488D,CUST_90499ABE,2025-01-03 08:00:28,72719.02,Cryptocurrency,"Austin, TX",ATM,0.955,True
TX_12987E922BEF,CUST_7DC51D1D,2024-06-07 02:09:57,618.67,Foreign Transaction,"Boston, MA",ATM,0.341,False
TX_1C57AF9AB09D,CUST_5066A278,2025-01-22 09:09:25,2396.92,Online Shopping,"Indianapolis, IN",Desktop - Windows,0.279,False
TX_1DE0D8811CB8,CUST_6FE61B7F,2022-05-26 22:41:48,383.88,Grocery,"San Francisco, CA",Mobile - iOS,0.15,False
TX_5791BA7E53B0,CUST_6F093EB6,2024-10-06 02:41:33,263.05,Wire Transfer,"Seattle, WA",Desktop - Mac,0.665,True
TX_874D3910E44F,CUST_FE9814A4,2025-08-06 12:24:19,2909.77,Jewelry,"Chicago, IL",Desktop - Windows,0.193,False
TX_4355D506F64E,CUST_1BDC7684,2023-01-26 03:56:11,763.36,Utilities,"Phoenix, AZ",Web Browser,0.287,False
TX_52F05030F2B8,CUST_502A26A0,2024-02-04 21:43:17,92.37,Wire Transfer,"New York, NY",Mobile - Android,0.315,False
TX_C01A8B577726,CUST_038C6D04,2025-06-17 17:43:16,560.6,Foreign Transaction,"San Francisco, CA",Mobile - iOS,0.186,False
TX_9A4F87363200,CUST_814DC7C4,2024-08-23 00:44:32,3457.26,Grocery,"Tehran, Iran",ATM,0.83,True
TX_312D9317C041,CUST_DE4ED386,2022-04-23 15:52:18,67.63,Healthcare,"San Diego, CA",POS Terminal,0.195,False
TX_FBEC69B35769,CUST_A4868BAC,2024-02-03 23:28:38,385.51,Online Shopping,"San Jose, CA",POS Terminal,0.167,False
TX_E2F68093E58D,CUST_7DC51D1D,2023-11-02 02:05:02,927.11,Retail,"Los Angeles, CA",ATM,0.16,False
TX_1427DB1ED6A6,CUST_B3203FEA,2024-10-13 17:47:23,37.8,Travel,"New York, NY",Tablet - Android,0.01,False
TX_8AB1C719D033,CUST_58649453,2025-09-24 09:36:30,171.84,Healthcare,"Boston, MA",Desktop - Windows,0.007,False
TX_4034D75ABD1D,CUST_DB742E84,2025-10-13 05:39:57,1125.2,ATM Withdrawal,"Dallas, TX",ATM,0.385,False
TX_21A35F51B391,CUST_6317346A,2025-09-21 10:40:14,869.47,Cryptocurrency,"Austin, TX",ATM,0.35,False
TX_AC34A6477A3B,CUST_A45E0875,2022-12-09 11:09:24,666.48,Utilities,"Philadelphia, PA",Mobile - iOS,0.056,False
TX_85FBD1F27A6A,CUST_F8EA5A9F,2023-08-06 03:22:49,1350.38,Restaurant,"Jacksonville, FL",Mobile - Android,0.43,False
TX_A7D9859BD93E,CUST_760A8C60,2023-05-04 14:59:49,3860.02,Cryptocurrency,"Fort Worth, TX",ATM,0.576,False
TX_9006F358F3D3,CUST_8FD74BE0,2025-10-16 12:49:58,14.75,Foreign Transaction,"Austin, TX",Tablet - Android,0.099,False
TX_7E184B192EC0,CUST_15CBAD63,2024-07-26 09:38:42,55.96,Jewelry,"Indianapolis, IN",Tablet - iOS,0.123,False
TX_EFFB6FE3EC71,CUST_69A482F4,2024-11-23 16:05:17,280.14,Restaurant,"Indianapolis, IN",Mobile - iOS,0.042,False
TX_53232ED35987,CUST_A6819E48,2023-11-23 16:25:10,290.41,Restaurant,"Jacksonville, FL",ATM,0.051,False
TX_490F545BD218,CUST_3A752D9A,2022-02-24 18:39:36,666.84,Utilities,"Jacksonville, FL",Desktop - Mac,0.163,False
TX_BF307EC24179,CUST_70286A15,2024-06-22 23:37:06,20490.4,Restaurant,"Indianapolis, IN",Mobile - Android,0.942,True
TX_2DFC7C535721,CUST_EFA13B5C,2024-04-20 21:27:57,516.56,Money Transfer,"Austin, TX",Desktop - Mac,0.364,False
TX_1CD5BFF55FED,CUST_C5888339,2023-05-13 11:52:36,417.93,Foreign Transaction,"San Antonio, TX",Mobile - iOS,0.164,False
TX_DA65513C48EE,CUST_2D09B010,2023-02-11 20:17:44,937.62,Money Transfer,"New York, NY",Mobile - iOS,0.377,False
TX_E123F5F1262D,CUST_73C2D9DF,2025-09-06 13:16:09,2905.03,ATM Withdrawal,"Phoenix, AZ",Mobile - iOS,0.167,False
TX_86300FA808C5,CUST_97D04445,2023-08-31 17:52:10,824.41,Foreign Transaction,"Charlotte, NC",Web Browser,0.173,False
TX_B8836439C145,CUST_22BCB5D3,2025-06-02 04:04:54,761.11,Insurance,"Charlotte, NC",Tablet - iOS,0.272,False
TX_169978BF36B5,CUST_03E0D389,2023-07-28 14:19:24,7617.57,Healthcare,"San Francisco, CA",Mobile - Android,0.396,False
TX_4650A76D7760,CUST_D89E68D6,2023-06-01 21:30:50,287.78,Cryptocurrency,"Chicago, IL",ATM,0.337,False
TX_D123C89A070E,CUST_7D8649F5,2025-01-01 01:51:17,474.97,Travel,"Columbus, OH",ATM,0.423,False
TX_E6893B6862F6,CUST_FE9814A4,2024-05-26 19:58:32,1875.05,Money Transfer,"Indianapolis, IN",ATM,0.488,False
TX_D9187EC842CE,CUST_3A752D9A,2023-08-24 08:21:32,1383.16,Insurance,"Chicago, IL",Desktop - Mac,0.156,False
TX_E03323447424,CUST_281E858E,2025-06-04 04:46:59,2091.17,Entertainment,"Columbus, OH",Mobile - iOS,0.388,False
TX_E6A62CEF7D9D,CUST_5B75B74E,2025-05-18 13:11:44,459.14,Gas Station,"Denver, CO",Desktop - Mac,0.05,False
TX_5D0724FBEA1F,CUST_83367B6A,2023-05-26 16:38:01,85626.66,Foreign Transaction,"San Jose, CA",ATM,0.721,True
TX_FBAA78C42A6C,CUST_BBC30C8D,2025-10-02 11:26:07,256.22,Jewelry,"Columbus, OH",Web Browser,0.261,False
TX_46F26D782109,CUST_9C26604D,2022-09-28 22:58:15,233.2,Gambling,"New York, NY",POS Terminal,0.517,False
TX_352DDAC74B6B,CUST_1BCEB1E5,2024-11-27 00:55:20,968.12,Grocery,"Fort Worth, TX",Mobile - iOS,0.176,False
TX_AFBA8B934167,CUST_54BC0415,2024-07-09 20:59:19,248.86,Restaurant,"San Antonio, TX",ATM,0.192,False
TX_C8FA78025149,CUST_61CB19E9,2025-08-25 22:48:58,497.14,Money Transfer,"Columbus, OH",Desktop - Windows,0.407,False
TX_3407C7F7795A,CUST_9741FA26,2023-12-23 13:12:55,17097.26,Online Shopping,"Chicago, IL",Desktop - Mac,0.509,False
TX_58670B975749,CUST_DBD016AD,2024-10-03 17:54:11,1490.4,Restaurant,"Fort Worth, TX",POS Terminal,0.116,False
TX_22A132369515,CUST_5BE54B52,2023-09-04 11:39:55,515.55,Foreign Transaction,"Fort Worth, TX",POS Terminal,0.046,False
TX_8848529EC7EC,CUST_219B9C56,2023-10-30 22:53:18,89.11,Retail,"Philadelphia, PA",Web Browser,0.286,False
TX_374A309082C7,CUST_61CB19E9,2023-11-25 04:04:10,915.72,Foreign Transaction,"Seattle, WA",POS Terminal,0.237,False
TX_2DC28D6F187D,CUST_BA91A0F7,2023-10-10 19:17:24,3602.28,Insurance,"Philadelphia, PA",Desktop - Windows,0.499,False
TX_518BD1E9F3C2,CUST_55A314CE,2024-12-26 09:28:56,45.64,Online Shopping,"Los Angeles, CA",Desktop - Mac,0.016,False
TX_BDACB5A67912,CUST_0FC29402,2025-10-13 05:52:39,544.99,Gambling,"Chicago, IL",Desktop - Windows,0.392,False
TX_5885CDEE3EF9,CUST_004B6AA5,2022-02-04 06:55:27,945.2,Foreign Transaction,"Columbus, OH",Tablet - iOS,0.025,False
TX_26EACBAA15C5,CUST_C2EF110C,2024-09-11 17:24:08,433.2,Money Transfer,"Austin, TX",Desktop - Windows,0.294,False
TX_6274D28DD14C,CUST_70528024,2024-08-05 23:24:01,725.15,Online Shopping,"New York, NY",Web Browser,0.349,False
TX_267F62A7C5A6,CUST_2F4F30C4,2024-07-08 17:14:53,275.95,Gas Station,"New York, NY",POS Terminal,0.036,False
TX_6A595621CB1E,CUST_9472C8E1,2023-04-12 07:17:40,2449.13,Jewelry,"Charlotte, NC",Desktop - Mac,0.168,False
TX_3E2745770B86,CUST_6F5B3344,2022-12-22 06:41:08,2561.54,Gambling,"Charlotte, NC",Mobile - iOS,0.311,False
TX_146C02B6F3DD,CUST_3A752D9A,2023-03-13 10:33:22,1435.96,Restaurant,"Phoenix, AZ",ATM,0.144,False
TX_84A5007AA174,CUST_259A04D9,2025-10-02 04:10:35,350.95,Gambling,"New York, NY",Tablet - iOS,0.492,False
TX_46D5E242742C,CUST_0363870B,2023-06-06 01:48:46,1026.65,Electronics,"San Jose, CA",POS Terminal,0.354,False
TX_F50198E14131,CUST_AE682079,2025-11-01 07:37:50,455.37,Gambling,"Los Angeles, CA",Tablet - iOS,0.221,False
TX_0391021495BB,CUST_96D47861,2024-09-03 17:34:54,1862.46,Insurance,"Fort Worth, TX",ATM,0.347,False
TX_FF1F6F70A0E3,CUST_69A482F4,2023-12-05 12:38:00,304.05,Utilities,"Indianapolis, IN",Tablet - iOS,0.149,False
TX_274B38CCBF97,CUST_72AEC6D7,2024-10-19 23:14:13,195.54,Travel,"Boston, MA",Mobile - Android,0.343,False
TX_EBCBCD400333,CUST_EDF903CD,2023-08-04 17:38:21,1422.47,Gambling,"New York, NY",Mobile - iOS,0.432,False
TX_AD304EF57428,CUST_A6E65380,2022-11-28 07:43:39,269.15,Electronics,"Denver, CO",Tablet - iOS,0.192,False
TX_1601E674D716,CUST_009B9FF0,2023-07-17 01:31:26,13327.38,Electronics,"San Antonio, TX",Mobile - iOS,0.567,False
TX_7D31F14BA922,CUST_81F94D1C,2022-04-07 07:55:15,580.16,Retail,"Houston, TX",Desktop - Mac,0.144,False
TX_C05ADE8893BE,CUST_1B1DDD9A,2024-10-18 02:55:48,382.16,Money Transfer,"San Diego, CA",Desktop - Mac,0.421,False
TX_6127AAFE610C,CUST_2298AB2C,2025-07-03 01:20:57,888.74,Gas Station,"Los Angeles, CA",Web Browser,0.285,False
TX_2C13ACF2BE0D,CUST_DAFB1E69,2022-08-28 11:52:13,876.6,Entertainment,"Austin, TX",POS Terminal,0.192,False
TX_43FD87CD02DD,CUST_F8546572,2025-07-26 20:28:31,174.04,Gambling,"Chicago, IL",Tablet - Android,0.385,False
TX_B3E595E94C36,CUST_B76E8453,2025-05-30 13:42:39,374.41,Insurance,"Jacksonville, FL",ATM,0.068,False
