alert_id,transaction_id,customer_id,alert_type,alert_timestamp,analyst_id,analyst_decision,decision_timestamp,time_to_decision_hours,notes,false_positive
ALERT_CE5B836A18,TX_381BBA6E4136,CUST_40ADFDA7,"high_risk_merchant, high_risk_customer",2024-02-08 11:06:38,Michael Rodriguez,deny,2024-02-10 11:06:38,48,Customer verification completed. Amount $4663.46 - deny,False
ALERT_73F7041ECC,TX_676C30BCC106,CUST_3691D45D,high_risk_customer,2023-12-05 03:58:47,Maria Garcia,escalate,2023-12-05 22:58:47,19,Customer verification completed. Amount $891.43 - escalate,False
ALERT_1BBA96A33A,TX_7C48EDEAE662,CUST_21530718,"critical_high_risk, large_transaction",2024-08-02 12:59:57,Maria Garcia,SAR_filed,2024-08-03 00:59:57,12,Risk score 0.947 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN,False
ALERT_A71166D156,TX_B177E208F6D7,CUST_E630CBB6,"high_risk_merchant, high_risk_customer",2023-09-03 17:42:23,Lisa Anderson,approve_with_monitoring,2023-09-05 11:42:23,42,"Location check performed: Jacksonville, FL. approve with monitoring",False
ALERT_E370A95407,TX_AE711F67F707,CUST_BE3A428D,"high_risk_customer, geographic_risk",2025-08-24 07:00:49,David Kim,escalate,2025-08-25 15:00:49,32,"Location check performed: Moscow, Russia. escalate",False
ALERT_C334E57794,TX_AB7FAF3E7071,CUST_9480D1FE,"high_risk_merchant, high_risk_customer",2023-06-07 18:11:46,Sarah Chen,escalate,2023-06-09 18:11:46,48,"Location check performed: Houston, TX. escalate",False
ALERT_AA5C653F07,TX_009DC7C1551F,CUST_47B59477,"critical_high_risk, large_transaction",2022-06-30 06:25:31,Jessica Martinez,approve_with_monitoring,2022-06-30 09:25:31,3,"Location check performed: Beijing, China. approve with monitoring",False
ALERT_F4CD4BA58B,TX_6E85710C3989,CUST_C1321D6F,"critical_high_risk, high_risk_customer",2023-04-03 01:49:35,David Kim,escalate,2023-04-03 01:49:35,0,Risk score 0.950 reviewed. escalate,False
ALERT_E5937845A3,TX_A1AF246B6046,CUST_64BF94E8,"high_risk_merchant, high_risk_customer",2023-11-07 12:11:13,Emily Thompson,approve_with_monitoring,2023-11-08 00:11:13,12,Risk score 0.661 reviewed. approve with monitoring,False
ALERT_C0BD8F4765,TX_193D9F354300,CUST_9480D1FE,"large_transaction, high_risk_customer",2025-04-30 17:16:41,Lisa Anderson,approve,2025-05-03 02:16:41,57,Reviewed transaction for Healthcare - approve,False
ALERT_47FCAEC514,TX_9947B700B037,CUST_659535B2,"critical_high_risk, large_transaction",2025-02-26 04:44:39,Emily Thompson,deny,2025-02-26 07:44:39,3,Customer verification completed. Amount $40527.90 - deny,False
ALERT_5734DC65C4,TX_D73ADE4DA02B,CUST_5A4FDD63,"critical_high_risk, large_transaction",2024-01-12 08:25:50,David Kim,escalate,2024-01-12 16:25:50,8,Reviewed transaction for Cryptocurrency - escalate,False
ALERT_12840CE5CF,TX_514FF44F6490,CUST_BBF93682,"critical_high_risk, large_transaction",2025-02-12 01:18:06,Emily Thompson,approve_with_monitoring,2025-02-12 09:18:06,8,"Location check performed: San Jose, CA. approve with monitoring",False
ALERT_E898A2AD79,TX_A11E5C782E8F,CUST_4A25FF4F,"critical_high_risk, high_risk_merchant",2025-05-28 06:56:01,Sarah Chen,deny,2025-05-28 09:56:01,3,"Location check performed: Lagos, Nigeria. deny",False
ALERT_DE8263123A,TX_96E0121D32C0,CUST_D4B8E897,"large_transaction, high_risk_merchant",2025-02-14 15:08:15,Emily Thompson,deny,2025-02-16 09:08:15,42,Reviewed transaction for Cryptocurrency - deny,False
ALERT_B3BC122F6A,TX_BF5E4F50E2A7,CUST_FB41A075,"large_transaction, high_risk_customer",2025-10-14 12:24:31,David Kim,approve_with_monitoring,2025-10-15 14:24:31,26,Risk score 0.721 reviewed. approve with monitoring,False
ALERT_CBD1D8FA31,TX_60F458FB8319,CUST_6341D7BE,"critical_high_risk, large_transaction",2023-08-20 08:29:17,Maria Garcia,approve_with_monitoring,2023-08-20 10:29:17,2,Customer verification completed. Amount $14796.65 - approve with monitoring,False
ALERT_6F909D8B36,TX_89B679F773A5,CUST_3900FD29,"critical_high_risk, large_transaction",2022-05-11 01:38:21,Emily Thompson,approve_with_monitoring,2022-05-11 12:38:21,11,Customer verification completed. Amount $84449.32 - approve with monitoring,False
ALERT_555BD5F818,TX_77462DCF9F50,CUST_0ED28E48,"large_transaction, high_risk_customer",2024-12-31 15:30:29,Jessica Martinez,escalate,2025-01-02 04:30:29,37,Risk score 0.768 reviewed. escalate,False
ALERT_5E3816D958,TX_DE1CE316011E,CUST_7948CCAE,"large_transaction, high_risk_customer",2023-07-21 18:31:28,Emily Thompson,approve,2023-07-23 14:31:28,44,Risk score 0.657 reviewed. approve,True
ALERT_A98C502E4F,TX_85EB1AF44799,CUST_B1FDBA4D,"critical_high_risk, large_transaction",2025-06-14 09:57:09,Michael Rodriguez,escalate,2025-06-14 13:57:09,4,Risk score 0.817 reviewed. escalate,False
ALERT_E307106540,TX_7A5642E70E6F,CUST_DBD016AD,large_transaction,2023-03-14 02:34:19,Michael Rodriguez,approve,2023-03-16 07:34:19,53,Risk score 0.678 reviewed. approve,True
ALERT_2BE6E5839C,TX_D66D441B6590,CUST_246B4FFE,"large_transaction, high_risk_customer",2023-10-19 08:43:01,Emily Thompson,approve_with_monitoring,2023-10-21 03:43:01,43,Customer verification completed. Amount $99084.09 - approve with monitoring,False
ALERT_147116DB63,TX_004EB6FB89B9,CUST_A0BEFF7C,"critical_high_risk, large_transaction",2023-02-06 12:31:58,David Kim,escalate,2023-02-06 17:31:58,5,Customer verification completed. Amount $71301.70 - escalate,False
ALERT_770D953354,TX_05962833EA19,CUST_FACE6780,high_risk_customer,2024-09-27 22:36:14,Maria Garcia,approve,2024-09-30 20:36:14,70,"Location check performed: New York, NY. approve",False
ALERT_8045CAF441,TX_E20BB3250F00,CUST_F59339B6,large_transaction,2023-11-08 05:36:59,Emily Thompson,approve_with_monitoring,2023-11-10 23:36:59,66,Customer verification completed. Amount $17586.83 - approve with monitoring,False
ALERT_E8C1A8BBD7,TX_A40A285A3E8C,CUST_6341D7BE,"large_transaction, high_risk_customer",2022-07-03 13:13:33,Lisa Anderson,approve,2022-07-05 11:13:33,46,"Location check performed: Caracas, Venezuela. approve",False
ALERT_3737180A7F,TX_020AB3DE10FF,CUST_B4FBF75E,"critical_high_risk, large_transaction",2025-09-07 04:40:35,Jessica Martinez,approve_with_monitoring,2025-09-07 15:40:35,11,Customer verification completed. Amount $33449.55 - approve with monitoring,False
ALERT_06E814CBBE,TX_9D247087145A,CUST_7948CCAE,"high_risk_merchant, high_risk_customer",2023-07-06 02:22:54,Emily Thompson,escalate,2023-07-07 07:22:54,29,Customer verification completed. Amount $432.03 - escalate,False
ALERT_C9C9FE36C2,TX_C3FDEF31A42D,CUST_01CEB8E2,"high_risk_merchant, high_risk_customer",2024-09-08 15:18:29,Emily Thompson,approve,2024-09-08 22:18:29,7,"Location check performed: San Antonio, TX. approve",False
ALERT_D225B8B2A4,TX_7D44C898C4C2,CUST_CE6DF88B,"large_transaction, high_risk_customer",2022-04-04 21:09:10,Lisa Anderson,approve_with_monitoring,2022-04-06 06:09:10,33,Risk score 0.797 reviewed. approve with monitoring,False
ALERT_35554ABC9A,TX_52305DD0E761,CUST_CE6DF88B,"high_risk_merchant, high_risk_customer",2024-05-09 00:23:20,Jessica Martinez,approve_with_monitoring,2024-05-11 21:23:20,69,Reviewed transaction for Money Transfer - approve with monitoring,False
ALERT_920B8BA2AF,TX_74BDB08A4DDA,CUST_F8574FBB,"large_transaction, high_risk_customer",2023-08-31 08:13:13,David Kim,escalate,2023-09-02 13:13:13,53,Risk score 0.680 reviewed. escalate,False
ALERT_0D58E81BD2,TX_D223501C1114,CUST_EAC14B1C,general_risk_alert,2024-12-12 04:35:16,Emily Thompson,approve,2024-12-14 23:35:16,67,Reviewed transaction for Gambling - approve,True
ALERT_219EF10FCC,TX_70CF01F81978,CUST_7AA6313C,"high_risk_customer, geographic_risk",2025-02-04 06:00:41,James Wilson,escalate,2025-02-04 18:00:41,12,Reviewed transaction for Healthcare - escalate,False
ALERT_66DAB449AA,TX_A712F7DB7378,CUST_C51687BD,"high_risk_merchant, high_risk_customer",2023-03-22 10:38:01,Lisa Anderson,approve,2023-03-25 06:38:01,68,Reviewed transaction for Money Transfer - approve,False
ALERT_C6E7355F75,TX_27CD58A5F158,CUST_E34FC791,"critical_high_risk, large_transaction",2023-12-18 05:47:39,Jessica Martinez,escalate,2023-12-18 09:47:39,4,Reviewed transaction for Wire Transfer - escalate,False
ALERT_5380BF9269,TX_C8A12FCE3A04,CUST_3AD3A7A2,"critical_high_risk, large_transaction",2023-06-30 06:50:07,David Kim,approve_with_monitoring,2023-06-30 07:50:07,1,Risk score 0.924 reviewed. approve with monitoring,False
ALERT_9A0110FF24,TX_64CAEA9AECCC,CUST_4A25FF4F,"large_transaction, high_risk_customer",2023-07-25 17:04:56,James Wilson,escalate,2023-07-28 08:04:56,63,Risk score 0.740 reviewed. escalate,False
ALERT_5022FF09F3,TX_F8557C740786,CUST_8167BADB,"high_risk_merchant, high_risk_customer",2025-09-20 12:29:29,James Wilson,escalate,2025-09-22 03:29:29,39,Reviewed transaction for Cryptocurrency - escalate,False
ALERT_C5E5A57F8F,TX_9611D3E9FF0C,CUST_83367B6A,"high_risk_merchant, high_risk_customer",2025-05-12 01:17:14,James Wilson,approve,2025-05-13 18:17:14,41,Customer verification completed. Amount $1515.76 - approve,False
ALERT_CB3E185B29,TX_CDBDBF3FCBF5,CUST_9480D1FE,"critical_high_risk, large_transaction",2023-12-30 23:21:37,Emily Thompson,SAR_filed,2023-12-31 01:21:37,2,Customer verification completed. Amount $18191.75 - SAR filed - Suspicious Activity Report filed with FinCEN,False
ALERT_6D555C0698,TX_D4B43A2B5F4E,CUST_52FF05FC,high_risk_customer,2023-02-14 19:22:52,James Wilson,approve_with_monitoring,2023-02-14 22:22:52,3,Reviewed transaction for Gambling - approve with monitoring,False
ALERT_6B1E724584,TX_BC593DB5EE16,CUST_F13789E6,"large_transaction, high_risk_customer",2022-07-10 13:47:14,Jessica Martinez,deny,2022-07-12 03:47:14,38,Reviewed transaction for Gas Station - deny,False
ALERT_8F23245FCD,TX_F840B9293DD8,CUST_70286A15,"critical_high_risk, large_transaction",2025-07-12 20:11:08,Sarah Chen,approve_with_monitoring,2025-07-13 05:11:08,9,Risk score 0.821 reviewed. approve with monitoring,False
ALERT_A6BD145102,TX_499937D6A8EC,CUST_D76CE945,"critical_high_risk, high_risk_customer",2023-08-22 02:14:49,Maria Garcia,approve_with_monitoring,2023-08-22 07:14:49,5,Reviewed transaction for Gambling - approve with monitoring,False
ALERT_62717D0483,TX_A1670E90C961,CUST_4AE376A7,"high_risk_merchant, high_risk_customer",2022-06-22 14:05:50,Emily Thompson,escalate,2022-06-23 10:05:50,20,Reviewed transaction for Cryptocurrency - escalate,False
ALERT_13A3CF5CC2,TX_844C41BC6AE9,CUST_BA91A0F7,"large_transaction, high_risk_customer",2022-05-18 08:51:59,Michael Rodriguez,approve_with_monitoring,2022-05-20 05:51:59,45,"Location check performed: Fort Worth, TX. approve with monitoring",False
ALERT_27AA755347,TX_0BA1FA90519C,CUST_814DC7C4,"large_transaction, high_risk_customer",2022-07-13 04:59:01,Emily Thompson,escalate,2022-07-13 16:59:01,12,Risk score 0.771 reviewed. escalate,False
ALERT_08EF2098B8,TX_3FB71DA263B7,CUST_9C6C7A0A,"large_transaction, high_risk_merchant",2024-11-16 20:49:37,Lisa Anderson,approve_with_monitoring,2024-11-18 07:49:37,35,Reviewed transaction for Wire Transfer - approve with monitoring,False
ALERT_BC2CB18248,TX_1F1CD05AAB77,CUST_D76CE945,"large_transaction, high_risk_customer",2025-05-26 08:09:37,David Kim,approve_with_monitoring,2025-05-28 08:09:37,48,"Location check performed: Denver, CO. approve with monitoring",False
ALERT_144BE04784,TX_C490CE479719,CUST_2D026AE9,"high_risk_merchant, high_risk_customer",2025-02-10 13:36:41,James Wilson,approve_with_monitoring,2025-02-12 16:36:41,51,"Location check performed: San Francisco, CA. approve with monitoring",False
ALERT_34398CEE21,TX_DDC0047F8CB7,CUST_9FDBF764,"high_risk_merchant, high_risk_customer",2024-01-23 00:39:48,Sarah Chen,escalate,2024-01-24 02:39:48,26,"Location check performed: Chicago, IL. escalate",False
ALERT_4C1188CE0E,TX_C55C2247DA99,CUST_96D47861,"large_transaction, high_risk_customer",2024-10-11 10:54:18,William Taylor,approve_with_monitoring,2024-10-13 11:54:18,49,Customer verification completed. Amount $29226.06 - approve with monitoring,False
ALERT_1B89F44888,TX_8590F2225972,CUST_7A692691,"large_transaction, high_risk_customer",2024-07-31 19:50:46,Michael Rodriguez,approve,2024-08-01 05:50:46,10,Customer verification completed. Amount $90409.28 - approve,False
ALERT_FF53E8CD5E,TX_9C7D17344ED8,CUST_0B191EDF,"large_transaction, high_risk_customer",2024-02-08 15:25:47,Lisa Anderson,escalate,2024-02-11 14:25:47,71,Reviewed transaction for Online Shopping - escalate,False
ALERT_953AD1D945,TX_D0391EE15E25,CUST_76ABA1C3,high_risk_customer,2022-04-14 04:39:54,William Taylor,approve,2022-04-14 14:39:54,10,Risk score 0.602 reviewed. approve,True
ALERT_2FC441A9A2,TX_FC4FEF4535CB,CUST_38F05F0C,high_risk_customer,2024-07-15 02:16:09,Emily Thompson,approve_with_monitoring,2024-07-17 23:16:09,69,Reviewed transaction for Gambling - approve with monitoring,False
ALERT_335F346B49,TX_C8DABA6038FF,CUST_0D5ED6F5,"critical_high_risk, large_transaction",2023-06-15 04:24:31,Maria Garcia,SAR_filed,2023-06-15 14:24:31,10,Risk score 1.000 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN,False
ALERT_A3BDAD2060,TX_E8978321DE3C,CUST_9EB2BC8D,"large_transaction, high_risk_merchant",2025-03-06 14:16:23,Jessica Martinez,approve_with_monitoring,2025-03-08 10:16:23,44,Customer verification completed. Amount $15569.32 - approve with monitoring,False
ALERT_72A528056E,TX_6537D6BF8CA6,CUST_23A81D22,"critical_high_risk, high_risk_merchant",2025-03-20 03:37:45,Jessica Martinez,approve_with_monitoring,2025-03-20 10:37:45,7,Customer verification completed. Amount $8946.34 - approve with monitoring,False
ALERT_082592A5C9,TX_26BEF7DF6C16,CUST_A97B96CA,"large_transaction, high_risk_customer",2024-05-22 14:09:54,James Wilson,escalate,2024-05-22 16:09:54,2,Reviewed transaction for Entertainment - escalate,False
ALERT_5704498927,TX_BDDBACC9BF58,CUST_3AD3A7A2,"high_risk_merchant, high_risk_customer",2024-06-27 17:59:56,James Wilson,approve,2024-06-30 12:59:56,67,"Location check performed: Fort Worth, TX. approve",False
ALERT_2DB6EA6917,TX_F356C4F9A467,CUST_414BBB86,"critical_high_risk, high_risk_merchant",2025-10-18 23:03:13,Michael Rodriguez,escalate,2025-10-19 08:03:13,9,Reviewed transaction for Money Transfer - escalate,False
ALERT_EF9EFD7281,TX_9E4C51D30052,CUST_6F093EB6,"high_risk_merchant, high_risk_customer",2024-05-12 12:11:32,Jessica Martinez,approve,2024-05-14 09:11:32,45,Customer verification completed. Amount $476.45 - approve,False
ALERT_E11D9A81A6,TX_0CA3216AAEEF,CUST_4EA82D73,"large_transaction, high_risk_customer",2024-04-25 07:50:51,Robert Johnson,approve_with_monitoring,2024-04-27 14:50:51,55,Risk score 0.624 reviewed. approve with monitoring,False
ALERT_7DA06DE5BC,TX_BCDB892AF617,CUST_6646A1AD,"large_transaction, high_risk_customer",2024-03-08 04:19:58,Robert Johnson,escalate,2024-03-09 15:19:58,35,Customer verification completed. Amount $95857.33 - escalate,False
ALERT_DE53B615D3,TX_DBE452B5B3E7,CUST_C9B00034,"large_transaction, high_risk_customer",2023-12-26 03:39:54,Robert Johnson,approve_with_monitoring,2023-12-27 08:39:54,29,Reviewed transaction for Healthcare - approve with monitoring,False
ALERT_6A2D0E52B3,TX_14615058E359,CUST_54A638F6,"high_risk_merchant, high_risk_customer",2023-10-22 04:15:30,Sarah Chen,approve_with_monitoring,2023-10-23 13:15:30,33,Risk score 0.713 reviewed. approve with monitoring,False
ALERT_C0C4CD97F9,TX_CBD315F7B6F0,CUST_7FA413D6,"high_risk_merchant, high_risk_customer",2023-08-22 16:22:34,Jessica Martinez,approve,2023-08-23 07:22:34,15,Customer verification completed. Amount $1627.50 - approve,True
ALERT_2597AC1B20,TX_D6B7477C7F29,CUST_6ED66F10,"large_transaction, high_risk_customer",2022-07-16 09:32:29,Michael Rodriguez,approve,2022-07-17 10:32:29,25,Risk score 0.655 reviewed. approve,False
ALERT_3F22FCD50F,TX_EEAA54D0776D,CUST_538B2855,high_risk_customer,2025-03-16 22:02:04,Maria Garcia,approve_with_monitoring,2025-03-17 08:02:04,10,Reviewed transaction for Gambling - approve with monitoring,False
ALERT_B3495C6E2F,TX_9218834727EE,CUST_5A4FDD63,"large_transaction, high_risk_customer",2025-08-01 02:31:14,Michael Rodriguez,approve_with_monitoring,2025-08-03 22:31:14,68,Customer verification completed. Amount $92956.09 - approve with monitoring,False
ALERT_4B881AD6BE,TX_89939057AB2B,CUST_5A4FDD63,"critical_high_risk, large_transaction",2022-03-31 20:54:06,Michael Rodriguez,approve_with_monitoring,2022-04-01 05:54:06,9,Risk score 0.805 reviewed. approve with monitoring,False
ALERT_3F3B719150,TX_5294F76DB0DB,CUST_280E1D24,"critical_high_risk, large_transaction",2023-09-03 12:20:55,Sarah Chen,escalate,2023-09-03 15:20:55,3,Reviewed transaction for Wire Transfer - escalate,False
ALERT_9E31F831C5,TX_90A438B16779,CUST_A4B83E9A,"critical_high_risk, large_transaction",2025-02-28 21:29:45,Maria Garcia,approve_with_monitoring,2025-03-01 07:29:45,10,Reviewed transaction for Wire Transfer - approve with monitoring,False
ALERT_CC9F7C8599,TX_667474DFEDE2,CUST_F25D3F1F,"large_transaction, high_risk_customer",2024-07-30 07:07:24,James Wilson,approve_with_monitoring,2024-08-01 20:07:24,61,Risk score 0.753 reviewed. approve with monitoring,False
ALERT_38CFA7A689,TX_53411D19CAC4,CUST_14B48CBF,"critical_high_risk, high_risk_merchant",2022-12-28 01:28:24,Michael Rodriguez,approve_with_monitoring,2022-12-28 06:28:24,5,Customer verification completed. Amount $3179.70 - approve with monitoring,False
ALERT_FDA9608C24,TX_593719DD9A1E,CUST_38F05F0C,"large_transaction, high_risk_customer",2022-06-07 13:38:05,James Wilson,approve,2022-06-09 09:38:05,44,Reviewed transaction for Restaurant - approve,True
ALERT_E8E6985425,TX_ED413AB47884,CUST_5CFD9CFB,"critical_high_risk, large_transaction",2023-08-01 05:53:59,David Kim,deny,2023-08-01 12:53:59,7,"Location check performed: Columbus, OH. deny",False
ALERT_B2B231BB20,TX_510206201BEB,CUST_59DE8E5A,"large_transaction, high_risk_customer",2022-07-07 14:04:53,James Wilson,approve_with_monitoring,2022-07-08 20:04:53,30,Customer verification completed. Amount $13047.64 - approve with monitoring,False
ALERT_32ECF8D620,TX_A6446B2CF057,CUST_6341D7BE,"critical_high_risk, large_transaction",2023-07-05 23:37:07,Maria Garcia,SAR_filed,2023-07-06 04:37:07,5,"Location check performed: Charlotte, NC. SAR filed - Suspicious Activity Report filed with FinCEN",False
ALERT_08D0408BCB,TX_3E6D72FF55C7,CUST_97BBD1B1,high_risk_customer,2023-06-06 05:29:32,Maria Garcia,approve,2023-06-08 18:29:32,61,Reviewed transaction for Foreign Transaction - approve,True
ALERT_81FE7141B0,TX_C0E17D595EEA,CUST_8167BADB,"high_risk_merchant, high_risk_customer",2024-02-27 13:20:48,David Kim,approve,2024-02-29 05:20:48,40,"Location check performed: Seattle, WA. approve",False
ALERT_E4F675FD78,TX_32A01BE2218F,CUST_6646A1AD,"high_risk_customer, geographic_risk",2024-04-09 10:02:36,Lisa Anderson,approve_with_monitoring,2024-04-09 11:02:36,1,Reviewed transaction for Gambling - approve with monitoring,False
ALERT_1A2F56E72D,TX_A15ECCF0E8B2,CUST_53C8C5D0,"critical_high_risk, large_transaction",2025-08-06 03:05:19,James Wilson,approve_with_monitoring,2025-08-06 14:05:19,11,Customer verification completed. Amount $77194.34 - approve with monitoring,False
ALERT_EDC09C424A,TX_8679AAA0340A,CUST_0FCD8EF1,"high_risk_merchant, high_risk_customer",2022-08-11 08:54:11,Maria Garcia,approve_with_monitoring,2022-08-11 09:54:11,1,Customer verification completed. Amount $4486.34 - approve with monitoring,False
ALERT_4E049F86E6,TX_9A38324B919A,CUST_D37C3E8F,"critical_high_risk, large_transaction",2022-02-24 23:41:17,Lisa Anderson,escalate,2022-02-25 11:41:17,12,Customer verification completed. Amount $11919.63 - escalate,False
ALERT_EAED3CE4DA,TX_ABFF88EF69B8,CUST_4CF8C15B,"large_transaction, high_risk_customer",2023-05-01 18:21:51,David Kim,approve_with_monitoring,2023-05-02 02:21:51,8,Risk score 0.788 reviewed. approve with monitoring,False
ALERT_EB43BF6433,TX_C32CC5347000,CUST_38F05F0C,"critical_high_risk, large_transaction",2023-05-12 22:27:12,Robert Johnson,deny,2023-05-12 23:27:12,1,Risk score 0.841 reviewed. deny,False
ALERT_15F006B561,TX_58D2E1EA1EC8,CUST_4BB781AC,"large_transaction, high_risk_customer",2023-01-09 11:21:39,William Taylor,approve,2023-01-11 22:21:39,59,"Location check performed: Chicago, IL. approve",False
ALERT_DB9AE6796A,TX_F87954F38B0D,CUST_E34FC791,"critical_high_risk, large_transaction",2024-05-18 20:49:21,Maria Garcia,deny,2024-05-19 05:49:21,9,Risk score 0.907 reviewed. deny,False
ALERT_A308CC3871,TX_11A778335682,CUST_D57BEEE5,"high_risk_merchant, high_risk_customer",2024-04-26 05:34:05,Sarah Chen,approve,2024-04-26 17:34:05,12,Customer verification completed. Amount $4935.82 - approve,True
ALERT_EA66886FA4,TX_86F2288258A1,CUST_A1C2CEA8,"critical_high_risk, high_risk_merchant",2024-07-28 04:39:46,Emily Thompson,approve_with_monitoring,2024-07-28 08:39:46,4,Customer verification completed. Amount $4874.35 - approve with monitoring,False
ALERT_24162B9CB2,TX_D48339A43998,CUST_538B2855,"critical_high_risk, large_transaction",2023-03-06 23:37:09,Michael Rodriguez,escalate,2023-03-07 01:37:09,2,Customer verification completed. Amount $59761.72 - escalate,False
ALERT_30C0735EEE,TX_0C35DE00CB25,CUST_21530718,high_risk_customer,2025-03-13 04:42:27,Maria Garcia,escalate,2025-03-13 05:42:27,1,Risk score 0.646 reviewed. escalate,False
ALERT_9BE42976CB,TX_6C44B0495BC9,CUST_B69EF017,high_risk_customer,2025-10-25 16:03:30,Jessica Martinez,approve,2025-10-27 02:03:30,34,Reviewed transaction for Gambling - approve,True
ALERT_05EC45C3A5,TX_903E8FB47E54,CUST_BC08DED9,"high_risk_merchant, high_risk_customer",2023-07-13 03:40:29,Maria Garcia,deny,2023-07-15 19:40:29,64,Risk score 0.782 reviewed. deny,False
ALERT_8F57BBBF95,TX_D00DFEA6855F,CUST_4A25FF4F,"critical_high_risk, high_risk_merchant",2025-09-17 05:55:09,Sarah Chen,escalate,2025-09-17 09:55:09,4,Reviewed transaction for Cryptocurrency - escalate,False
ALERT_08EDF422DC,TX_DBBFAF84FFB7,CUST_6294D1BD,"high_risk_merchant, high_risk_customer",2023-09-19 16:30:02,Michael Rodriguez,approve,2023-09-22 10:30:02,66,Customer verification completed. Amount $1964.76 - approve,False
ALERT_FE7AD663DF,TX_BEA2AF2C4170,CUST_099ED7E3,"high_risk_customer, geographic_risk",2024-05-15 08:31:04,Sarah Chen,escalate,2024-05-16 22:31:04,38,Reviewed transaction for Utilities - escalate,False
ALERT_ECEF3853C9,TX_16453B03989A,CUST_18EF1612,"high_risk_customer, geographic_risk",2024-05-25 13:05:56,Jessica Martinez,approve,2024-05-26 13:05:56,24,Customer verification completed. Amount $3010.18 - approve,False
ALERT_4A1DD84FA8,TX_46D3DE5753FC,CUST_BBF93682,"high_risk_merchant, high_risk_customer",2022-04-12 17:16:15,Robert Johnson,approve_with_monitoring,2022-04-13 17:16:15,24,Risk score 0.643 reviewed. approve with monitoring,False
ALERT_35EFEF2BD4,TX_759FB4E902F0,CUST_6F093EB6,high_risk_customer,2025-08-28 00:52:38,James Wilson,approve,2025-08-28 04:52:38,4,Customer verification completed. Amount $2332.81 - approve,False
ALERT_CFEECEF46C,TX_8C02169264BF,CUST_CA86CFBD,large_transaction,2025-09-19 00:24:42,Sarah Chen,approve,2025-09-19 07:24:42,7,"Location check performed: Boston, MA. approve",True
ALERT_5D8F5E1F56,TX_F4D1AD5168AE,CUST_AA27B64F,"high_risk_merchant, high_risk_customer",2023-02-15 17:44:08,Robert Johnson,approve_with_monitoring,2023-02-17 17:44:08,48,Risk score 0.638 reviewed. approve with monitoring,False
ALERT_E3D66E16AE,TX_2B1D27FEC00E,CUST_7DA2EA62,"large_transaction, high_risk_customer",2025-07-14 12:00:56,William Taylor,approve,2025-07-16 07:00:56,43,"Location check performed: Denver, CO. approve",False
ALERT_DA50645A8D,TX_E3A5443A919A,CUST_27937334,large_transaction,2023-08-18 23:12:05,Robert Johnson,approve_with_monitoring,2023-08-19 23:12:05,24,"Location check performed: Chicago, IL. approve with monitoring",False
ALERT_B68947150A,TX_336B9772A432,CUST_E8730CC5,"high_risk_merchant, high_risk_customer",2023-05-30 02:12:59,Emily Thompson,approve_with_monitoring,2023-05-30 04:12:59,2,"Location check performed: Boston, MA. approve with monitoring",False
ALERT_1B06CBED0A,TX_DCA02A546CAA,CUST_567A5403,"critical_high_risk, large_transaction",2024-05-01 23:02:50,James Wilson,SAR_filed,2024-05-02 06:02:50,7,Risk score 1.000 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN,False
ALERT_72AA92D0D3,TX_05287CE95F32,CUST_18EF1612,"critical_high_risk, large_transaction",2023-02-10 00:57:25,Sarah Chen,SAR_filed,2023-02-10 01:57:25,1,Reviewed transaction for Insurance - SAR filed - Suspicious Activity Report filed with FinCEN,False
ALERT_9EA5CDBA5A,TX_CDFE9F4C0F51,CUST_6F093EB6,"high_risk_merchant, high_risk_customer",2024-09-30 00:57:47,James Wilson,approve,2024-10-01 20:57:47,44,Reviewed transaction for Wire Transfer - approve,False
ALERT_F9ECAEFD73,TX_C4F9E7D30D6A,CUST_DB742E84,high_risk_merchant,2025-08-20 23:45:16,Michael Rodriguez,approve_with_monitoring,2025-08-21 14:45:16,15,"Location check performed: New York, NY. approve with monitoring",False
ALERT_E480C38A93,TX_17D188B88490,CUST_01CEB8E2,"high_risk_merchant, high_risk_customer",2025-07-07 18:18:09,Robert Johnson,approve,2025-07-09 12:18:09,42,Customer verification completed. Amount $2856.85 - approve,False
ALERT_F02EA6ABD3,TX_D17CD5204D70,CUST_79F01E79,"high_risk_merchant, high_risk_customer",2024-01-14 17:36:13,Michael Rodriguez,approve,2024-01-16 09:36:13,40,Reviewed transaction for Wire Transfer - approve,True
ALERT_02A70B2F06,TX_EB773A948C16,CUST_7EC7D728,high_risk_merchant,2022-09-11 22:44:00,Jessica Martinez,approve,2022-09-12 05:44:00,7,Risk score 0.652 reviewed. approve,False
ALERT_51DB5E2AF1,TX_DA0F667C6AA2,CUST_83F39F1F,large_transaction,2024-06-30 21:30:56,Sarah Chen,approve_with_monitoring,2024-07-02 07:30:56,34,Customer verification completed. Amount $18757.65 - approve with monitoring,False
ALERT_5334AE74A9,TX_01011CEE1930,CUST_CD7D50A6,"high_risk_merchant, high_risk_customer",2024-04-08 10:49:07,Michael Rodriguez,approve,2024-04-09 16:49:07,30,Risk score 0.626 reviewed. approve,False
